Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1787750788540,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,210598.3578491211,219693.80853271484,0,34088599552,2147483648,7700340736,0
199,1787750788540,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,44.46598434448242,42.618465423583984,42.43599319458008,42.413185119628906,41.86006546020508,41.86006546020508,41.86006546020508,41.854366302490234,41.86006546020508,41.93989944458008,42.065345764160156,43.080345153808594,42.116668701171875,100,95.59217834472656,41.86576843261719,41.86576843261719,41.86576843261719,41.86576843261719,41.86006546020508,0,210598.3578491211,219693.80853271484,0,34088599552,2147483648,7700361216,0
200,1787750788740,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,0.8392105102539063,3.10443115234375,9.843048095703125,0.3267669677734375,2.3771438598632813,2.883331298828125,0.30550384521484375,0.287689208984375,0.29134368896484375,0.25116729736328125,0.2601776123046875,8.121894836425781,0.232208251953125,43.50286865234375,47.07146072387695,2.84130859375,42.14380645751953,0.22339630126953125,26.32025146484375,2.847412109375,0,210607.03680419922,219700.25262451172,0,34088599552,2147483648,7750303744,0
200,1787750788940,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3.043426513671875,0.27675628662109375,4.407325744628906,0.38118743896484375,2.8653030395507813,0.36190032958984375,2.9484405517578125,0.30149078369140625,0.2634124755859375,0.27675628662109375,0.23159027099609375,0.24922943115234375,0.19371795654296875,58.97013854980469,68.50678253173828,0.1856689453125,60.054832458496094,2.715057373046875,56.51460266113281,0.17082977294921875,0,210618.85668945313,219709.85986328125,0,34088599552,2147483648,7802322944,0
200,1787750789141,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,9.313316345214844,0.2954864501953125,43.60370635986328,2.76007080078125,2.4608840942382813,0.44687652587890625,0.42486572265625,0.4079437255859375,0.48261260986328125,2.78363037109375,0.2624969482421875,5.1473846435546875,0.20594024658203125,53.22433853149414,57.137508392333984,0.204742431640625,61.973182678222656,0.2083892822265625,49.94362258911133,0.23175048828125,0,210630.96350097656,219719.7548828125,0,34088599552,2147483648,7827869696,0
200,1787750789341,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,37.330726623535156,0.26753997802734375,64.97773742675781,0.22263336181640625,13.229881286621094,1.50299072265625,0.238372802734375,2.8062820434570313,3.6480636596679688,0.183074951171875,2.7135238647460938,19.44695281982422,2.769317626953125,43.53761291503906,49.33214569091797,0.22502899169921875,53.39435958862305,0.20435333251953125,45.71165466308594,0.22643280029296875,0,210644.43255615234,219730.92736816406,0,34088599552,2147483648,7865307136,0
200,1787750789541,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,70.68789672851563,0.250640869140625,69.52952575683594,0.20784759521484375,41.2362174987793,0.21173858642578125,0.20005035400390625,0.1482696533203125,0.9792938232421875,0.15131378173828125,0.14287567138671875,41.50168991088867,0.21303558349609375,63.04246139526367,67.61343383789063,0.2239227294921875,68.80546569824219,0.2052001953125,65.13348388671875,0.23221588134765625,0,210662.83428955078,219746.9588623047,0,34088599552,2147483648,7971311616,0
200,1787750789742,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,6.61767578125,3.21368408203125,5.998619079589844,0.4836578369140625,1.6182327270507813,3.0022735595703125,0.43712615966796875,0.4006195068359375,0.49303436279296875,0.4762725830078125,0.41937255859375,1.7418670654296875,0.3597259521484375,47.19771194458008,35.998924255371094,2.916748046875,12.765007019042969,0.44361114501953125,27.006614685058594,2.9729537963867188,0,210672.59887695313,219755.0587158203,0,34088599552,2147483648,7966003200,0
199,1787750789942,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,2.6941680908203125,0.379730224609375,12.460784912109375,0.2322540283203125,10.323440551757813,0.28542327880859375,2.7822494506835938,0.246917724609375,8.521896362304688,0.25016021728515625,0.23345184326171875,8.969352722167969,0.1811370849609375,32.4742431640625,37.84897232055664,0.18752288818359375,26.096023559570313,2.74444580078125,14.088630676269531,0.2089691162109375,0,210681.7481689453,219762.1104736328,0,34088599552,2147483648,7966806016,0
200,1787750790142,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3.7822036743164063,0.7915573120117188,2.25762939453125,2.9710006713867188,0.4042510986328125,0.28516387939453125,0.3459625244140625,0.34246063232421875,0.34700775146484375,2.9255523681640625,0.35370635986328125,0.3737030029296875,0.3203582763671875,20.61945343017578,9.413383483886719,0.32561492919921875,87.8443374633789,0.21187591552734375,4.973762512207031,0.37015533447265625,0,210690.75244140625,219769.20581054688,0,34088599552,2147483648,7966404608,0
